,ticker,tradeDate,expirDate,dte,strike,stockPrice,callVolume,callOpenInterest,callBidSize,callAskSize,putVolume,putOpenInterest,putBidSize,putAskSize,callBidPrice,callValue,callAskPrice,putBidPrice,putValue,putAskPrice,callBidIv,callMidIv,callAskIv,smvVol,putBidIv,putMidIv,putAskIv,residualRate,delta,gamma,theta,vega,rho,phi,driftlessTheta,extSmvVol,extCallValue,extPutValue,spotPrice,updatedAt
10,SPY,2022-06-14,2022-10-21,130,350,373.88,27,42,390,2,171,1239,48,48,38.12,38.46384891897949,38.84,15.09,15.088006193147072,15.16,0.289294308839436,0.293792315198507,0.298290321557577,0.287932147311776,0.29429287030193,0.294729760733128,0.295166651164325,-0.014972815632441001,0.676487168489172,0.005627771160047,-0.08516354697167901,0.800368723542291,0.627280467139388,-0.7250941644341451,-0.08762369553963001,0.248958777292616,34.978318729118975,11.544017497005765,373.88,2022-06-14T19:46:00Z
11,SPY,2022-06-15,2022-10-21,129,350,379.93,21,42,42,5,322,1340,56,56,40.42,41.990561898544506,43.68,12.45,12.44988381692217,12.54,0.26353175380141103,0.285017079356634,0.30650240491185804,0.282846338343615,0.28609097518361004,0.28667367347211403,0.287256371760618,5.5327029425e-05,0.7131665241923211,0.005355011961197,-0.081398302768715,0.7711196455161431,0.65715861840647,-0.7627820000151121,-0.08314234524182501,0.247793484350763,39.2634875934997,9.605042253464301,379.93,2022-06-15T19:46:00Z
12,SPY,2022-06-16,2022-10-21,128,350,366.02,1845,43,10,10,3222,1349,40,52,32.65,32.91544222805008,33.33,17.34,17.314310190697526,17.43,0.287257483192201,0.29145794346241305,0.29565840373262603,0.28398155675048503,0.291219567683598,0.291775387455288,0.29233120722697803,0.0007218957410960001,0.632098376601336,0.006154925357671001,-0.08735069952173001,0.809529111706153,0.583347056097767,-0.667777534618612,-0.089492917238103,0.24560727358933102,29.29801961650467,13.6646275233398,366.02,2022-06-16T19:46:00Z
13,SPY,2022-06-17,2022-10-21,127,350,366.41,4,1882,10,10,174,3740,90,112,33.15,33.575946302291364,33.95,15.9,15.939254670587577,15.98,0.278704219344426,0.283695531416635,0.28868684348884405,0.27329563980230104,0.283362664700545,0.283861042211487,0.284359419722429,-0.0017457922423390001,0.6489440200736231,0.006283290461629,-0.091522791188702,0.8011945473850121,0.7078976300076031,-0.820837207335355,-0.08594191872739701,0.24223151171269902,30.27395022350455,12.642341126498,366.41,2022-06-17T19:46:00Z
14,SPY,2022-06-21,2022-10-21,123,350,375.6,19,1886,16,3,175,3743,57,48,39.2,39.52227062905379,39.84,12.73,12.757101787679792,12.78,0.28144462641828505,0.28575462410603303,0.29006462179378,0.28150138578564204,0.28532190066595003,0.285657861807012,0.285993822948075,-0.0017899949620520002,0.701928495631976,0.005642039234358001,-0.092004127356443,0.7423209003466571,0.7501819360255371,-0.8812090379691361,-0.086042925769596,0.241348122661407,36.2419508130063,9.476246692235659,375.6,2022-06-21T19:46:00Z
15,SPY,2022-06-22,2022-10-21,122,350,374.91,3,1897,10,10,300,3735,168,66,38.43,38.83279749395495,39.22,12.74,12.77376488879865,12.8,0.279030051981,0.284375727289574,0.28972140259814905,0.27399406817813604,0.283846314538715,0.28425137173764403,0.284656428936573,0.000285234225071,0.7018198432168511,0.005830873308978001,-0.089840196761687,0.7385442524784731,0.746091797475238,-0.8722458951749641,-0.08392456584122601,0.24215670933919703,35.70913938814119,9.657347315694128,374.91,2022-06-22T19:46:00Z
16,SPY,2022-06-23,2022-10-21,121,350,378.05,38,1899,133,12,352,3804,56,56,40.58,41.07587690738855,41.55,11.98,12.00410557504698,12.02,0.279708402103845,0.286274999073351,0.29284159604285703,0.28116599137396103,0.28683120862559003,0.287101604958518,0.287372001291446,6.9174849193e-05,0.716443156955442,0.005526483034137,-0.090934387737285,0.738406966746993,0.7566779090879331,-0.8904135437890881,-0.08518070282092301,0.244390380364944,38.06802511665585,8.933776350552682,378.05,2022-06-23T19:46:00Z
17,SPY,2022-06-24,2022-10-21,120,350,388.58,6,1927,5,10,1867,4011,102,350,48.9,49.093354558977005,49.47,9.37,9.387453843076596,9.41,0.287962364306875,0.29224016043670203,0.296517956566529,0.29049773378661903,0.289395310497438,0.289694946227166,0.28999458195689404,0.000589570937033,0.7656507556857151,0.004719859385695,-0.088077347592903,0.66615449967574,0.809883328915705,-0.9697419536958731,-0.082039851199127,0.250776959693854,46.48142912158976,6.849782280011737,388.58,2022-06-24T19:46:00Z
18,SPY,2022-06-27,2022-10-21,117,350,388.97,7,1922,20,20,819,4036,98,413,48.57,48.994577962130506,49.42,8.93,8.946199242609353,8.97,0.28196048216658703,0.288423725826073,0.29488696948555804,0.288662315091174,0.287811424876791,0.288115025271027,0.288418625665263,0.0005971349513460001,0.7708596091841,0.004743804275827,-0.087902671072735,0.6575917750723711,0.7970805495294401,-0.9527583011799391,-0.081581007890069,0.24887857964699203,46.487485664269755,6.456329460770386,388.97,2022-06-27T19:46:00Z
19,SPY,2022-06-28,2022-10-21,116,350,381.1,4,1919,20,30,183,4219,104,59,42.46,42.82923084808565,43.19,10.68,10.700788882534917,10.72,0.28137282766889105,0.28666342499053904,0.29195402231218703,0.271937323625683,0.28629551429030103,0.28658480858235,0.286874102874398,0.0011093337936390001,0.740998950418539,0.005520931269438,-0.08678905867244001,0.6892490431188271,0.7579439655685071,-0.889612175661124,-0.08086540070732601,0.24806883266714302,40.18460384497351,8.058696082642589,381.1,2022-06-28T19:46:00Z
20,SPY,2022-06-29,2022-10-21,115,350,380.312,9,1926,100,133,209,4281,189,132,41.73,42.11615801927957,42.5,10.74,10.767016814234927,10.79,0.280284568589834,0.28589421971286505,0.291503870835896,0.282510520412245,0.28548498231762204,0.285848385169507,0.286211788021392,0.0006875945738560001,0.731541004273718,0.005453199920087,-0.09180954954831201,0.68619007512934,0.7380694837783901,-0.8688210920092331,-0.08586062083766101,0.24650852189043101,39.420336260007495,8.067522930286541,380.312,2022-06-29T19:46:00Z
21,SPY,2022-06-30,2022-10-21,114,350,377.13,9,1928,10,10,238,4343,69,56,39.5,39.760322131856164,40.02,11.66,11.685232263771438,11.71,0.283719592755378,0.28734809605973405,0.29097659936409004,0.27600569073456305,0.28686121465796904,0.28720956629896804,0.28755791793996704,0.001332331127034,0.717085339150438,0.005805693796576,-0.09105687056976801,0.7161687470087641,0.7164584452998041,-0.8368820343931581,-0.08577481879345701,0.24670789128764703,36.93082763825321,8.858740444697926,377.13,2022-06-30T19:46:00Z
22,SPY,2022-07-01,2022-10-21,113,350,381.29,7,1935,4,130,229,4333,76,209,42.26,42.55696940500688,42.92,10.33,10.351647228267137,10.38,0.28123950136942605,0.286081042095645,0.290922582821865,0.268914822861184,0.28525422007458,0.285620360690642,0.285986501306704,0.00135998192685,0.745398014435193,0.005603491508033001,-0.085802093305699,0.6808788653094671,0.744821640254261,-0.8717773604596191,-0.08033439438751501,0.24571888667499603,39.88931173002429,7.679512069147256,381.29,2022-07-01T19:46:00Z
23,SPY,2022-07-05,2022-10-21,109,350,381.18,17,1934,10,10,274,4409,222,56,41.84,42.230530444647286,42.62,10.15,10.172098849262822,10.19,0.28181162556342504,0.287635060693601,0.29345849582377803,0.2847375383763,0.287106492940904,0.28740463025991503,0.28770276757892604,0.000724373428023,0.7382058593933231,0.005472464109054,-0.09318101058434,0.669616125941848,0.7079200912205471,-0.832069117118431,-0.08792769554794501,0.24909160360717902,39.69961300399045,7.6493899994759555,381.18,2022-07-05T19:46:00Z
24,SPY,2022-07-06,2022-10-21,108,350,384.425,52,1948,25,10,235,4403,84,139,44.16,44.580225598524,45.03,9.22,9.231781858524263,9.26,0.28159177864517804,0.28830597982550604,0.29502018100583405,0.285945740150621,0.28707882361610604,0.287394344176428,0.28770986473675003,0.001208376576854,0.7557638736798881,0.005232450245889001,-0.091646661912582,0.629815023574929,0.7210247853134341,-0.85097096218719,-0.086226993876286,0.251162385479599,42.24621231129485,6.956287353460532,384.425,2022-07-06T19:46:00Z
25,SPY,2022-07-07,2022-10-21,107,350,388.84,1964,1990,10,10,616,4485,426,472,47.55,47.98199425259446,48.42,8.26,8.281449337832713,8.3,0.28291105153220003,0.28981983427949404,0.29672861702678804,0.289373153394235,0.28918608381244904,0.28950328427758604,0.28982048474272304,0.0014253382349590001,0.7766645031018931,0.004877154026667,-0.089748597928285,0.6296281813322581,0.73716646703456,-0.875995997278021,-0.084210724358745,0.25389341352989403,45.838078809713835,6.147975385672962,388.84,2022-07-07T19:46:00Z
26,SPY,2022-07-08,2022-10-21,106,350,389.28,1,1642,10,10,137,4830,92,290,47.51,47.97937651587467,48.45,7.86,7.872231136588551,7.9,0.277888389190937,0.28561676620000104,0.293345143209065,0.283675658624901,0.28574855864049103,0.28606721839508503,0.28638587814967903,0.00150091812597,0.783407751026964,0.004906633631657001,-0.08719491227122801,0.584494380101034,0.739113002408279,-0.876364768917487,-0.081599260309095,0.25253878665371804,46.030917995101355,5.912200865463175,389.28,2022-07-08T19:46:00Z
27,SPY,2022-07-11,2022-10-21,103,350,383.87,2,1642,215,130,199,4912,578,84,43.26,43.66426075641106,44.07,9.01,9.024936553247466,9.05,0.281981346450674,0.28845139168779604,0.294921436924918,0.283971578551314,0.28816001499800703,0.28848386235967,0.288807709721333,0.0018991951533050002,0.757344099079251,0.00538047873701,-0.092174251152664,0.614983986935805,0.690158372929915,-0.8107224897789,-0.08717653745141901,0.24861756307950703,41.220247012277824,6.584897297839569,383.87,2022-07-11T19:46:00Z
28,SPY,2022-07-12,2022-10-21,102,350,379.85,21,1644,13,19,673,5010,1632,3522,40.21,40.59919459793907,41.0,9.85,9.937364481753413,10.02,0.28204927371146404,0.28815838023872403,0.294267486765983,0.274739112558535,0.28679970123447,0.28811207241227904,0.289424443590088,0.002113785345297,0.741379721762214,0.005842778562739,-0.09210828604478201,0.6460802272279681,0.6688528832549241,-0.7785150635058801,-0.08675645025212901,0.24900973278299202,38.11523844121314,7.442608213537428,379.85,2022-07-12T19:46:00Z
29,SPY,2022-07-13,2022-10-21,101,350,379.42,2,1665,10,10,168,5244,76,124,39.38,39.83687337569709,40.3,9.52,9.54008492862899,9.56,0.27463476472028203,0.28179443385422503,0.28895410298816804,0.27955238013265904,0.28160275521822803,0.281913491405865,0.282224227593503,0.001096259091984,0.7374202985881331,0.005827148066971001,-0.095277469087112,0.642413640137608,0.657664539274453,-0.7663138179273901,-0.08940550526585801,0.245211098482283,37.53632171295787,7.223042021953968,379.42,2022-07-13T19:46:00Z
30,SPY,2022-07-14,2022-10-21,100,350,377.83,14,1667,110,110,447,5332,56,56,37.96,38.40571643765865,38.86,9.73,9.751324914262943,9.78,0.272567844381333,0.2796208796604,0.28667391493946603,0.269250579575311,0.27981485994953104,0.280205773752829,0.28059668755612704,0.0027544197630270002,0.734338925367022,0.0061369033483850005,-0.09230536299181201,0.6376067777727721,0.6499001382730121,-0.7521085725646921,-0.086574589290309,0.24482833966883502,36.193028783299084,7.496547726432118,377.83,2022-07-14T19:46:00Z
31,SPY,2022-07-15,2022-10-21,99,350,384.35,7,1667,1,1,1177,5301,121,244,42.79,43.02573647968031,43.26,7.85,7.869006287663124,7.89,0.2735539747892,0.27745687540818403,0.281359776027168,0.27584759021953603,0.27677439847062,0.277106016741328,0.277437635012035,0.0030348747013600004,0.768535786144069,0.0054873891054450005,-0.08957173580022301,0.602052838852957,0.677014907569603,-0.791757695924299,-0.08408016062788601,0.244479822242179,41.10246556658491,5.96392626974915,384.35,2022-07-15T19:46:00Z
32,SPY,2022-07-18,2022-10-21,96,350,381.14,7,1671,1,10,2422,5927,64,83,40.3,40.61646958676492,41.02,8.72,8.73164894235589,8.75,0.278348593919712,0.284082424200097,0.28981625448048204,0.27233538408475905,0.282682279724848,0.282920810201492,0.28315934067813603,0.0031094654094090002,0.754942429805823,0.0058828380086760005,-0.09142518155482801,0.591373033789651,0.6437685591790451,-0.7470586864566501,-0.08639343975692701,0.24580294619695203,38.37667616337872,6.520059961475036,381.14,2022-07-18T19:46:00Z
33,SPY,2022-07-19,2022-10-21,95,350,392.51,1,1675,130,1,1030,7950,198,80,49.21,49.67499306278618,50.0,6.44,6.455640735138709,6.47,0.27927829672527604,0.28651593532234004,0.29375357391940304,0.28965745796102504,0.287844000435592,0.28811402092729405,0.28838404141899704,0.0034618069651120003,0.8046402864180011,0.004718397358978,-0.088665656848883,0.5548643046705061,0.6832050990439451,-0.8101650110636711,-0.083137972621991,0.254376800570828,47.93702559011355,4.700711143056067,392.51,2022-07-19T19:46:00Z
34,SPY,2022-07-20,2022-10-21,94,350,395.265,8,1676,10,10,6257,8459,708,80,51.37,51.86180026435772,52.36,5.9,5.917105303330263,5.93,0.27937591010359203,0.28905773593997103,0.298739561776351,0.28633137906698203,0.288546157944823,0.28883905748828703,0.28913195703175204,0.004056588041415001,0.8204091895000001,0.004512492791403,-0.084096686135899,0.511155459013498,0.6913151577437121,-0.821273886612623,-0.078777735271098,0.256277146406097,50.24749039980034,4.3054812323651035,395.265,2022-07-20T19:46:00Z
35,SPY,2022-07-21,2022-10-21,93,350,397.73,9,1677,6,6,1658,12673,673,445,53.22,53.73153705479771,54.25,5.32,5.330662768142994,5.35,0.277521430777431,0.28791066602624604,0.29829990127506,0.290775608198219,0.28698311214759004,0.28727693914031804,0.287570766133047,0.004137524501464001,0.8291154792706511,0.004299434177416001,-0.08337581155364901,0.510183186785782,0.69039807238799,-0.8233326999651691,-0.078372946411568,0.25746996411989403,52.28703459874913,3.931810227088945,397.73,2022-07-21T19:46:00Z
36,SPY,2022-07-22,2022-10-21,92,350,394.21,2,1681,10,10,1086,14029,80,155,50.04,50.524511944947264,51.01,5.65,5.66536095844845,5.68,0.274300869770574,0.28387531157113804,0.29344975337170204,0.285103475467812,0.282514092037065,0.28280983783746805,0.28310558363787003,-0.0008692905765750001,0.8188105448070021,0.0046378978031730005,-0.08476522279302401,0.5066244478827401,0.677078915866346,-0.8022363843696441,-0.079929878638289,0.253413419254759,49.038432035098275,4.229922700744145,394.21,2022-07-22T19:46:00Z
37,SPY,2022-07-25,2022-10-21,89,350,394.3069,2,1681,10,10,331,14497,660,153,49.96,50.40690636063352,50.86,5.43,5.445199780131593,5.46,0.276891668227703,0.285913102251936,0.294934536276169,0.28627899278074703,0.282931430965125,0.283231911868016,0.283532392770907,-0.000775482728407,0.8214477036075071,0.004651545951411,-0.085250125105819,0.498841876502975,0.6564092521031241,-0.776324874484962,-0.080865132911645,0.253367058847278,48.86427534117269,4.030687111877379,394.3069,2022-07-25T19:46:00Z
38,SPY,2022-07-26,2022-10-21,88,350,390.71,4,1680,10,10,479,14682,474,80,47.07,47.489077134685026,47.91,6.15,6.166462954196169,6.18,0.278454797223088,0.28644194680053703,0.29442909637798703,0.286919080025614,0.286299428597313,0.286579965853948,0.28686050311058203,-0.000918601043428,0.8053597551844801,0.004978309494394001,-0.09049754465026501,0.53417291388617,0.635744211398227,-0.748338274946809,-0.08535381748821701,0.24804763314852002,45.58832703817865,4.258136384856158,390.71,2022-07-26T19:46:00Z
39,SPY,2022-07-27,2022-10-21,87,350,402.14,1,1678,10,10,833,14717,96,467,56.36,57.04464133372319,57.72,4.26,4.2730081166074,4.3,0.27389234846875204,0.289446518449113,0.30500068842947503,0.29385094468105405,0.287726346266708,0.28816664235645,0.288606938446192,-0.0008803355642350001,0.8523331918178241,0.003957646943463,-0.08022342164543701,0.45417909061677303,0.6699286451842941,-0.8029929634356711,-0.075404350543154,0.25734769335955704,55.698817727484034,3.020706830085235,402.14,2022-07-27T19:46:00Z
40,SPY,2022-07-28,2022-10-21,86,350,405.675,5,1678,6,6,2464,15085,142,96,59.26,59.80090664431695,60.34,3.61,3.6227174256156953,3.63,0.271536225785798,0.28510929361590803,0.298682361446018,0.294424818700646,0.284689585892555,0.28493315880039405,0.28517673170823404,-0.001588987526837,0.866453980290791,0.0036709361504160005,-0.075900483569293,0.410691696014824,0.6735740502594151,-0.810853748683772,-0.07145420175639501,0.26327096564206404,58.95674997287037,2.7999196054708673,405.675,2022-07-28T19:46:00Z
41,SPY,2022-07-29,2022-10-21,85,350,412.725,3,1675,5,6,3374,15051,216,817,65.7,66.12702374946322,66.55,2.86,2.872472338697746,2.89,0.277469590729215,0.28951019484467605,0.30155079896013604,0.29696578509208704,0.28747621396627204,0.28788355042409003,0.288290886881908,-0.00165075867977,0.8898067162148311,0.003127728227268,-0.06843731057563901,0.36850907357744705,0.6854600985449251,-0.8341845966359991,-0.06410795628658701,0.26780775997404,65.3848178672163,2.212421686659146,412.725,2022-07-29T19:46:00Z
42,SPY,2022-08-01,2022-10-21,82,350,410.93,3,1678,1,1,2474,15902,438,170,64.28,64.68708880878715,65.09,3.23,3.239351994909616,3.25,0.289710694085833,0.30086161095200203,0.31201252781817,0.309984639385663,0.297375529643433,0.297651977681883,0.297928425720334,-0.001963705862938,0.879046123233276,0.0032889250282580004,-0.076678709197481,0.36203927571300104,0.6454960335535851,-0.78334032361989,-0.072805385417362,0.272797212783968,63.714278408236055,2.386485644761542,410.93,2022-08-01T19:46:00Z
43,SPY,2022-08-02,2022-10-21,81,350,409.3686,2,1678,6,6,883,15204,13,996,62.83,63.30069551001356,63.77,3.51,3.515679425087408,3.5300000000000002,0.289769799017337,0.30233261741673,0.314895435816123,0.30817915863572104,0.30227104468798105,0.30254929000261704,0.30282753531725204,-0.0009298719862400001,0.876248499767301,0.0033964431680560004,-0.077687611395706,0.400835781914716,0.6362164474899671,-0.769577596773225,-0.07374905287199601,0.27253655852539305,62.23821905561838,2.4687882197707642,409.3686,2022-08-02T19:46:00Z
44,SPY,2022-08-03,2022-10-21,80,350,415.42,2,1679,6,6,4141,15422,692,167,68.0,68.48520253353928,68.97,2.6,2.610154955037124,2.62,0.283716704750757,0.298588225162962,0.31345974557516704,0.30592866724495305,0.29592910145372603,0.296243076888182,0.296557052322638,-0.0007742755999700001,0.8982064605251171,0.00293659440125,-0.068469341047145,0.318821395225908,0.644606929852627,-0.78569069574446,-0.064702626922279,0.27414572744903404,67.73286822883564,1.9476574641084992,415.42,2022-08-03T19:46:00Z
45,SPY,2022-08-04,2022-10-21,79,350,413.8,2,1679,6,66,1804,15670,992,1902,66.35,66.93040852431737,67.51,2.73,2.739499196744824,2.75,0.28205495651564905,0.299412969722239,0.31677098292883005,0.305945482435012,0.296923022743789,0.297238778776999,0.29755453481020805,-0.000490572887282,0.894289233471625,0.0030553121629240004,-0.069743931607225,0.35717788930270805,0.620225762023046,-0.750801509577464,-0.066775796302107,0.27387410628156,66.11494520888576,2.024254885061264,413.8,2022-08-04T19:46:00Z
46,SPY,2022-08-05,2022-10-21,78,350,413.1,1,1679,5,10,6428,16156,1,828,65.72,66.11705979044847,66.52,2.58,2.580479728916094,2.59,0.28276130833115004,0.29507920672306204,0.30739710511497403,0.302835083550832,0.292176002833097,0.292335297401807,0.292494591970518,-0.001655956573829,0.895641841565589,0.0030790993996260003,-0.06925368433338701,0.35395113624199104,0.6235735738005791,-0.7550633028188221,-0.065729753515257,0.27405906870832003,65.46603042032606,2.030387692348791,413.1,2022-08-05T19:46:00Z
47,SPY,2022-08-08,2022-10-21,75,350,413.28,1,1680,6,6,8333,15248,943,112,65.92,66.22749114484607,66.53,2.5300000000000002,2.5448850199662543,2.55,0.290322488124783,0.300078588386787,0.30983468864879005,0.308060785364882,0.29686759368244203,0.29719240175015305,0.297517209817865,-0.0015912182124340002,0.896750241671972,0.0030639377785980004,-0.07112998981043,0.34730855974019803,0.5964251635016871,-0.721395956687496,-0.06773346372696401,0.27846814698853,65.58103491583594,1.989378069582055,413.28,2022-08-08T19:46:00Z
48,SPY,2022-08-09,2022-10-21,74,350,411.01,2,1680,5,71,2506,14475,1371,1114,63.67,64.0698694709453,64.47,2.65,2.660081935949563,2.67,0.286083682562116,0.298462844596008,0.3108420066299,0.30586151789923505,0.29591730364135205,0.296244793215568,0.29657228278978504,-0.001247497780544,0.8921916501202941,0.003223883247687,-0.07288582013904,0.34411607383791404,0.5854379220791041,-0.704854564712294,-0.069486392419877,0.27534296548894305,63.35161036869503,2.031465244334754,411.01,2022-08-09T19:46:00Z
49,SPY,2022-08-10,2022-10-21,73,350,419.88,2,1680,84,71,3174,14563,120,6894,71.74,72.10514987521472,72.47,1.8,1.800179957963167,1.81,0.286617984649614,0.300575728230488,0.31453347181136304,0.304393672136944,0.29411058890108205,0.294296787250379,0.294482985599676,-0.000360398196393,0.9199274797861051,0.002543500233241,-0.05939824607129401,0.269260833570632,0.583462039123618,-0.709506493421272,-0.05662530177944201,0.28122221601789604,71.61383669872113,1.493888981006695,419.88,2022-08-10T19:46:00Z
50,SPY,2022-08-11,2022-10-21,72,350,419.32,1,1680,71,71,3890,15308,1121,5606,71.24,71.52500163527075,71.81,1.8900000000000001,1.892745395421888,1.9,0.29135507565564,0.30208566443283,0.31281625321002104,0.309587778802118,0.29777217164935404,0.297959471391461,0.298146771133568,-0.000265387872084,0.9166467365231371,0.0026101131754640004,-0.06216093973392701,0.26782810333149204,0.5559035418468871,-0.6732493722228651,-0.059905757729466005,0.282237551315348,71.02792550667898,1.5112450978152352,419.32,2022-08-11T19:46:00Z
51,SPY,2022-08-12,2022-10-21,71,350,426.46,0,1680,5,69,6940,18204,8,7930,77.82,78.15517224242649,78.48,1.3900000000000001,1.384535700575767,1.4,0.288437480596623,0.30355082748948903,0.318664174382354,0.314560584355698,0.298185407125413,0.298435519322849,0.29868563152028604,-0.000416067187965,0.932154130036373,0.002164962251599,-0.054957682183034005,0.23343949130844902,0.5431218968096251,-0.6640448962012361,-0.05299613771162601,0.281503722972875,77.68255974745375,1.058114550010172,426.46,2022-08-12T19:46:00Z
52,SPY,2022-08-15,2022-10-21,68,350,429.02,3,1680,5,5,2189,22951,6812,7971,80.33,80.63480731534058,80.94,1.27,1.275155614456051,1.28,0.299706500426387,0.31432715670022005,0.328947812974053,0.325191456980568,0.30547555477965704,0.30573058088460503,0.305985606989552,-0.00130094992514,0.935626310415524,0.0020417812770660002,-0.055936267617844,0.22910499537258702,0.514801210094963,-0.6317030235275221,-0.054027576216738,0.281186438688796,80.01142576966596,0.8395215463975331,429.02,2022-08-15T19:46:00Z
